"","participant","market_center","date","ticker","order_type","order_size","total_orders","total_shrs","cancelled_shrs","mc_exec_shrs","away_exec_shrs","shrs_0to9sec","shrs_10to29sec","shrs_30to59sec","shrs_60to299sec","shrs_5to30min","avg_realzd_spread","avg_effec_spread","px_improved_shrs","px_improved_avg_amt","px_improved_avg_secs","at_quote_shrs","at_quote_avg_secs","outside_quote_shrs","outside_quote_avg_amt","outside_quote_avg_sec","in_sp500","in_r1000","on_nyse","on_nasdaq","on_amex","mcaway_exec_shrs","net_pi_numerator","net_pi_mcaway","avg_quoted_spread_mcaway","effective_over_quoted_mcaway","eoq_wgt"
"1","T","TCDRG","202212","A","mkt_ordr","100-499",347,63813,0,63813,0,63813,0,0,0,0,-0.0308,0.0237,62920,0.0519,0,502,0,391,0.0282,0,TRUE,TRUE,TRUE,FALSE,FALSE,63813,325452.18,5.10009214423393,12.5701842884679,0.188541388543864,802141.17
"2","T","TCDRG","202212","AA","mkt_ordr","100-499",2682,502754,498,502256,0,502256,0,0,0,0,0.0044,0.0043,495284,0.0132,0,5947,0,1025,0.0163,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,502256,652104.13,1.29835010432927,3.02670020865853,0.142068910151687,1520178.34
"3","T","TCDRG","202212","AAA","mkt_ordr","100-499",1,100,0,100,0,100,0,0,0,0,0.04,0.04,100,0.01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,100,100,1,6,0.666666666666667,600
"4","T","TCDRG","202212","AAAU","mkt_ordr","100-499",301,50675,0,50675,0,50675,0,0,0,0,6e-04,0.0015,46493,0.0046,0,4182,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,50675,21386.78,0.422038085841145,0.994076171682289,0.150893869376381,50374.81
"5","T","TCDRG","202212","AAC","mkt_ordr","100-499",23,3920,0,3920,0,3920,0,0,0,0,0.0032,0.0032,3920,0.0035,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,3920,1372,0.35,1.02,0.313725490196078,3998.4
"6","T","TCDRG","202212","AAC U","mkt_ordr","100-499",3,416,0,416,0,416,0,0,0,0,0.0598,0.0598,200,0.0308,0,216,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,416,616,1.48076923076923,8.94153846153846,0.668788713007571,3719.68
"7","T","TCDRG","202212","AAC WS","mkt_ordr","100-499",4,970,0,970,0,970,0,0,0,0,0.0415,0.035,150,0.001,0,820,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,970,15,0.0154639175257732,3.53092783505155,0.991240875912409,3425
"8","T","TCDRG","202212","AACG","mkt_ordr","100-499",9,1640,0,1640,0,1640,0,0,0,0,0.0707,0.0732,1640,0.0107,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1640,1754.8,1.07,9.46,0.773784355179704,15514.4
"9","T","TCDRG","202212","AACI","mkt_ordr","100-499",1,398,0,398,0,398,0,0,0,0,0.05,0.05,398,0.01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,398,398,1,7,0.714285714285714,2786
"10","T","TCDRG","202212","AACIW","mkt_ordr","100-499",4,600,0,410,190,600,0,0,0,0,0.0145,0.0167,110,0.0176,0,490,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,600,193.6,0.322666666666667,2.31533333333333,0.721278433630867,1389.2
"11","T","TCDRG","202212","AADI","mkt_ordr","100-499",60,10219,0,10219,0,10219,0,0,0,0,0.0174,0.0217,10119,0.0188,0,100,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,10219,19023.72,1.86160289656522,5.89320579313044,0.368220638507061,60222.67
"12","T","TCDRG","202212","AADR","mkt_ordr","100-499",8,1679,0,1679,0,1679,0,0,0,0,0.2558,0.2376,1679,0.0335,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1679,5624.65,3.35,30.46,0.780039395929087,51142.34
"13","T","TCDRG","202212","AAIC","mkt_ordr","100-499",37,8445,0,8445,0,8445,0,0,0,0,0.0084,0.0105,6772,0.0035,0,1513,0,160,0.02,0,FALSE,FALSE,FALSE,FALSE,FALSE,8445,2050.2,0.242770870337478,1.53554174067496,0.683797758267689,12967.65
"14","T","TCDRG","202212","AAIC B","mkt_ordr","100-499",4,828,0,828,0,828,0,0,0,0,0.4637,0.5983,735,0.1959,0,0,NA,93,0.24,0,FALSE,FALSE,FALSE,FALSE,FALSE,828,12166.65,14.6940217391304,89.2180434782609,0.67060425971545,73872.54
"15","T","TCDRG","202212","AAIC C","mkt_ordr","100-499",4,450,0,450,0,450,0,0,0,0,0.1317,0.1317,250,0.0125,0,200,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,450,312.5,0.694444444444444,14.5588888888889,0.90460199954209,6551.5
"16","T","TCDRG","202212","AAIN","mkt_ordr","100-499",9,1325,0,1325,0,1325,0,0,0,0,0.1575,0.3534,1213,0.0539,0,112,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1325,6538.07,4.93439245283019,45.2087849056604,0.781706477485424,59901.64
"17","T","TCDRG","202212","AAL","mkt_ordr","100-499",8545,1639882,0,1639582,0,1639582,0,0,0,0,-0.0024,-3e-04,1632231,0.0051,0,7151,0,200,0.0061,0,FALSE,TRUE,FALSE,TRUE,FALSE,1639582,832315.81,0.507639026288408,0.985278052576815,-0.0304482576482247,1615444.16
"18","T","TCDRG","202212","AAM A","mkt_ordr","100-499",63,10750,0,10750,0,10750,0,0,0,0,0.1075,0.1138,10450,0.0559,0,259,0,41,0.05,0,FALSE,FALSE,FALSE,FALSE,FALSE,10750,58210.5,5.41493023255814,22.2098604651163,0.512385029067332,238756
"19","T","TCDRG","202212","AAM B","mkt_ordr","100-499",76,12300,0,12300,0,12300,0,0,0,0,0.1916,0.2022,11952,0.049,0,256,0,92,0.0299,0,FALSE,FALSE,FALSE,FALSE,FALSE,12300,58289.72,4.73900162601626,29.6980032520325,0.680853855001721,365285.44
"20","T","TCDRG","202212","AAMC","mkt_ordr","100-499",4,520,0,520,0,520,0,0,0,0,0.4655,0.3155,520,0.0557,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,520,2896.4,5.57,42.69,0.739048957601312,22198.8
"21","T","TCDRG","202212","AAME","mkt_ordr","100-499",9,1981,0,1981,0,1981,0,0,0,0,0.0527,0.0467,1183,0.0113,0,599,0,199,0.015,0,FALSE,FALSE,FALSE,TRUE,FALSE,1981,1038.29,0.524124179707219,5.71824835941444,0.816683660182647,11327.85
"22","T","TCDRG","202212","AAN","mkt_ordr","100-499",55,11752,0,11752,0,11752,0,0,0,0,0.0165,0.0119,11017,0.0088,0,591,0,144,0.03,0,FALSE,TRUE,TRUE,FALSE,FALSE,11752,9262.96,0.788202859087815,2.76640571817563,0.430161054172767,32510.8
"23","T","TCDRG","202212","AAOI","mkt_ordr","100-499",66,13934,0,13934,0,13934,0,0,0,0,0.017,0.0099,13408,0.005,0,526,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,13934,6704,0.48112530500933,1.95225061001866,0.507107025562941,27202.66
"24","T","TCDRG","202212","AAON","mkt_ordr","100-499",69,13201,0,13201,0,13201,0,0,0,0,0.0764,0.1524,12885,0.1268,0,40,0,276,0.1086,0,FALSE,FALSE,FALSE,TRUE,FALSE,13201,160384.44,12.1494159533369,39.5388319066737,0.385443860252929,521952.12
"25","T","TCDRG","202212","AAP","mkt_ordr","100-499",1033,183269,0,183269,0,183269,0,0,0,0,0.0264,0.0369,180091,0.047,0,1749,0,1429,0.0406,0,FALSE,TRUE,TRUE,FALSE,FALSE,183269,840625.96,4.58684207367313,12.8636841473463,0.286854058116876,2357514.53
"26","T","TCDRG","202212","AAPB","mkt_ordr","100-499",10,2213,0,2213,0,2213,0,0,0,0,0.0721,0.0344,1339,0.0016,0,574,0.7,300,0.0039,1,FALSE,FALSE,FALSE,FALSE,FALSE,2213,97.24,0.0439403524627203,3.52788070492544,0.975089660825904,7807.2
"27","T","TCDRG","202212","AAPD","mkt_ordr","100-499",615,112614,0,112614,0,112614,0,0,0,0,-0.0106,0.0033,103030,0.0068,0,9024,0,560,0.019,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,112614,68996.4,0.61268048377644,1.55536096755288,0.212169397898164,175155.42
"28","T","TCDRG","202212","AAPL","mkt_ordr","100-499",145566,26686777,16779,26658670,9403,26668073,0,0,0,0,-0.0045,0.001,26143438,0.0064,0,452566,0,72069,0.0081,0,TRUE,TRUE,FALSE,TRUE,FALSE,26668073,16673424.43,0.625220443561858,1.35044088712372,0.0740498906345975,36013656.16
"29","T","TCDRG","202212","AAPU","mkt_ordr","100-499",219,37172,0,37172,0,37172,0,0,0,0,0.0057,0.003,34423,0.0074,0,2749,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,37172,25473.02,0.685274400086086,1.67054880017217,0.179581703910165,62097.64
"30","T","TCDRG","202212","AAT","mkt_ordr","100-499",122,21530,0,21530,0,21530,0,0,0,0,-0.0099,0.0159,19715,0.0072,0,1559,0,256,0.01,0.1,FALSE,FALSE,TRUE,FALSE,FALSE,21530,13938.8,0.647412912215513,2.88482582443103,0.551159791532161,62110.3
"31","T","TCDRG","202212","AATC","mkt_ordr","100-499",31,8121,0,8121,0,8121,0,0,0,0,-0.0014,0.0192,7724,0.0102,0,397,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8121,7878.48,0.970136682674548,3.8602733653491,0.497374102371729,31349.28
"32","T","TCDRG","202212","AAU","mkt_ordr","100-499",49,10834,0,10834,0,10834,0,0,0,0,0.0013,0.0013,9062,3e-04,0,1772,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,10834,271.86,0.0250932250323057,0.180186450064611,0.721474894218652,1952.14
"33","T","TCDRG","202212","AAWW","mkt_ordr","100-499",42,8852,0,8852,0,8852,0,0,0,0,0.0223,0.0118,8654,0.026,0,198,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,8852,22500.4,2.54184365115228,6.26368730230456,0.188387437470873,55446.16
"34","T","TCDRG","202212","AAXJ","mkt_ordr","100-499",202,47234,0,47234,0,47234,0,0,0,0,-0.0023,0.0012,42170,0.0058,0,4903,0,161,0.01,0,FALSE,FALSE,FALSE,TRUE,FALSE,47234,24297.6,0.514409112080281,1.14881822416056,0.104455167472368,54263.28
"35","T","TCDRG","202212","AB","mkt_ordr","100-499",595,121437,0,121187,250,121437,0,0,0,0,0.0093,0.0218,117329,0.0335,0,3336,0,772,0.0146,0,FALSE,FALSE,TRUE,FALSE,FALSE,121437,391925.03,3.22739387501338,8.63478775002676,0.252467120572042,1048582.72
"36","T","TCDRG","202212","ABB","mkt_ordr","100-499",1102,222902,0,222902,0,222902,0,0,0,0,-0.001,0.0025,218185,0.0038,0,4389,0,328,0.0062,0,FALSE,FALSE,TRUE,FALSE,FALSE,222902,82706.94,0.371046199675194,0.992092399350387,0.251992657300568,221139.38
"37","T","TCDRG","202212","ABBV","mkt_ordr","100-499",5581,1031483,0,1031333,150,1031483,0,0,0,0,0.0013,0.0049,1008757,0.0207,0,17931,0,4795,0.0151,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,1031483,2080886.54,2.01737356795992,4.52474713591984,0.10829334441921,4667199.75
"38","T","TCDRG","202212","ABC","mkt_ordr","100-499",532,99362,748,98514,0,98514,0,0,0,0,0.0366,0.0459,96614,0.0513,0,1602,0.1,298,0.0672,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,98514,493627.26,5.01073207868932,14.6114641573786,0.314136896245411,1439433.78
"39","T","TCDRG","202212","ABCB","mkt_ordr","100-499",51,10923,0,10923,0,10923,0,0,0,0,0.0245,0.0224,10923,0.0208,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,10923,22719.84,2.08,6.4,0.35,69907.2
"40","T","TCDRG","202212","ABCL","mkt_ordr","100-499",795,162257,0,162257,0,162257,0,0,0,0,0.0044,0.0059,158244,0.0044,0,3702,0,311,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,162257,69316.36,0.427201045255367,1.44440209051073,0.40847351570322,234364.35
"41","T","TCDRG","202212","ABCM","mkt_ordr","100-499",166,35682,0,35682,0,35682,0,0,0,0,0.0095,0.0138,33980,0.0101,0,1620,0,82,0.03,0,FALSE,FALSE,FALSE,FALSE,FALSE,35682,34073.8,0.954929656409394,3.28985931281879,0.419470824975066,117388.76
"42","T","TCDRG","202212","ABEO","mkt_ordr","100-499",133,24939,0,24939,0,24939,0,0,0,0,0.0052,0.014,24593,0.0076,0,346,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,24939,18690.68,0.749455872328482,2.89891174465696,0.482939848921019,72295.96
"43","T","TCDRG","202212","ABEQ","mkt_ordr","100-499",24,4670,0,4670,0,4670,0,0,0,0,0.0376,0.0493,3840,0.0051,0,830,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4670,1958.4,0.419357601713062,5.76871520342612,0.854609705306998,26939.9
"44","T","TCDRG","202212","ABEV","mkt_ordr","100-499",547,130513,0,130513,0,130513,0,0,0,0,0.0017,0.0023,130213,0.0039,0,300,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,130513,50783.07,0.389103537578632,1.00820707515726,0.228127738504636,131584.13
"45","T","TCDRG","202212","ABG","mkt_ordr","100-499",85,14711,0,14711,0,14711,0,0,0,0,0.2862,0.1211,14548,0.2066,0,1,0,162,0.1667,0,FALSE,FALSE,TRUE,FALSE,FALSE,14711,297861.14,20.2475113860377,52.6050227720753,0.230206154504859,773872.49
"46","T","TCDRG","202212","ABIO","mkt_ordr","100-499",26,4758,0,4758,0,4758,0,0,0,0,0.0123,0.014,4308,0.008,0,450,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,4758,3446.4,0.724337957124842,2.84867591424968,0.49145639663568,13554
"47","T","TCDRG","202212","ABM","mkt_ordr","100-499",178,33078,0,33078,0,33078,0,0,0,0,0.0235,0.0448,32175,0.0315,0,602,0,301,0.0461,0,FALSE,FALSE,TRUE,FALSE,FALSE,33078,99963.64,3.0220581655481,10.5241163310962,0.425688947086483,348116.72
"48","T","TCDRG","202212","ABMD","mkt_ordr","100-499",76,13639,0,13639,0,13639,0,0,0,0,0.0053,0.0112,12874,0.0154,0,586,0,179,0.0099,0,FALSE,FALSE,FALSE,TRUE,FALSE,13639,19648.75,1.44062981156976,4.00125962313953,0.279911854137875,54573.18
"49","T","TCDRG","202212","ABNB","mkt_ordr","100-499",7224,1287915,250,1287365,200,1287565,0,0,0,0,-0.0237,0.0074,1258310,0.023,0,25519,0,3736,0.0105,0,FALSE,FALSE,FALSE,FALSE,FALSE,1287565,2890190.2,2.24469459794263,5.22938919588526,0.14150792229851,6733178.5
"50","T","TCDRG","202212","ABOS","mkt_ordr","100-499",40,7912,0,7912,0,7912,0,0,0,0,0.0044,0.0188,7687,0.0124,0,225,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7912,9531.88,1.20473710819009,4.28947421638018,0.43828215421388,33938.32
"51","T","TCDRG","202212","ABR","mkt_ordr","100-499",1048,211836,0,211836,0,211836,0,0,0,0,-0.0014,0.0016,205720,0.0046,0,5781,0,335,0.01,0,FALSE,FALSE,TRUE,FALSE,FALSE,211836,94296.2,0.445137748069261,1.05027549613852,0.15234098156937,222486.16
"52","T","TCDRG","202212","ABR D","mkt_ordr","100-499",51,9941,0,9941,0,9941,0,0,0,0,0.1489,0.1497,9941,0.0302,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9941,30021.82,3.02,21.01,0.712517848643503,208860.41
"53","T","TCDRG","202212","ABR E","mkt_ordr","100-499",50,9445,0,9445,0,9445,0,0,0,0,0.1575,0.1701,8845,0.0502,0,600,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9445,44401.9,4.70110111169931,26.4122022233986,0.644020512039349,249463.25
"54","T","TCDRG","202212","ABR F","mkt_ordr","100-499",21,3531,0,3531,0,3531,0,0,0,0,0.087,0.1123,3145,0.0331,0,230,0,156,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,3531,10253.95,2.90397904276409,17.0379580855282,0.659116541056561,60161.03
"55","T","TCDRG","202212","ABSI","mkt_ordr","100-499",161,37022,0,37022,0,37022,0,0,0,0,0.0054,0.0083,36159,0.0056,0,564,0,299,0.0015,0,FALSE,FALSE,FALSE,FALSE,FALSE,37022,20204.19,0.545734698287505,1.92146939657501,0.431961082221482,71136.64
"56","T","TCDRG","202212","ABST","mkt_ordr","100-499",43,8351,0,8351,0,8351,0,0,0,0,0.0185,0.0218,7981,0.0096,0,370,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8351,7661.76,0.917466171715962,4.01493234343192,0.542973035041621,33528.7
"57","T","TCDRG","202212","ABT","mkt_ordr","100-499",3989,780635,0,780635,0,780635,0,0,0,0,0.0013,0.0023,761082,0.0137,0,18188,0,1365,0.0116,0,TRUE,TRUE,TRUE,FALSE,FALSE,780635,1041098.94,1.33365649759491,2.89731299518981,0.0793838982470487,2261743.93
"58","T","TCDRG","202212","ABUS","mkt_ordr","100-499",193,39644,397,39247,0,39247,0,0,0,0,1e-04,0.0017,38737,0.0043,0,510,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,39247,16656.91,0.424412311769052,1.0188246235381,0.166858943210104,39985.81
"59","T","TCDRG","202212","ABVC","mkt_ordr","100-499",12,2283,0,2283,0,2283,0,0,0,0,0.028,0.0294,2003,9e-04,0,280,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2283,180.27,0.0789618922470434,3.09792378449409,0.949022701822254,7072.56
"60","T","TCDRG","202212","AC","mkt_ordr","100-499",4,621,0,621,0,621,0,0,0,0,1.0275,0.8027,621,0.2523,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,621,15667.83,25.23,130.73,0.614013615849461,81183.33
"61","T","TCDRG","202212","ACA","mkt_ordr","100-499",46,8059,330,7729,0,7729,0,0,0,0,0.031,0.0452,7649,0.0487,0,80,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7729,37250.63,4.81959244404192,14.1591848880838,0.319227415682944,109436.34
"62","T","TCDRG","202212","ACACU","mkt_ordr","100-499",7,1100,0,1100,0,1100,0,0,0,0,0.0472,0.0963,400,0.0026,0,700,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1100,104,0.0945454545454545,9.81909090909091,0.980742523840385,10801
"63","T","TCDRG","202212","ACAD","mkt_ordr","100-499",199,39492,0,39492,0,39492,0,0,0,0,0.0038,0.0036,38118,0.0078,0,1343,0,31,0.0152,0,FALSE,FALSE,FALSE,TRUE,FALSE,39492,29684.92,0.751669198825078,1.86333839765016,0.193201621591652,73586.96
"64","T","TCDRG","202212","ACAH","mkt_ordr","100-499",1,200,0,200,0,200,0,0,0,0,0.0072,0.0072,200,0.0014,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,200,28,0.14,1,0.72,200
"65","T","TCDRG","202212","ACAQ","mkt_ordr","100-499",1,100,0,100,0,100,0,0,0,0,0.006,0.146,100,0.022,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,100,220,2.2,19,0.768421052631579,1900
"66","T","TCDRG","202212","ACB","mkt_ordr","100-499",3489,692185,454,691205,526,691731,0,0,0,0,7e-04,0.0013,584811,0.0031,0,106332,0,588,5e-04,0,FALSE,FALSE,FALSE,FALSE,FALSE,691731,181262.01,0.262041183639305,0.65408236727861,0.198751726851896,452449.05
"67","T","TCDRG","202212","ACCD","mkt_ordr","100-499",181,33418,0,33418,0,33418,0,0,0,0,-0.0028,0.0048,32831,0.0093,0,492,0,95,0.01,0,FALSE,FALSE,FALSE,FALSE,FALSE,33418,30437.83,0.910821413609432,2.30164282721886,0.20854669296365,76916.3
"68","T","TCDRG","202212","ACCO","mkt_ordr","100-499",132,27070,0,27070,0,27070,0,0,0,0,0.0037,0.0026,26329,0.0041,0,741,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,27070,10794.89,0.398776874769117,1.05755374953823,0.245850388326386,28627.98
"69","T","TCDRG","202212","ACDC","mkt_ordr","100-499",198,39648,0,39648,0,39648,0,0,0,0,-0.003,0.0317,39292,0.0278,0,242,0,114,0.02,0,FALSE,FALSE,FALSE,FALSE,FALSE,39648,109003.76,2.74928773204197,8.66857546408394,0.365688689350874,343691.68
"70","T","TCDRG","202212","ACDCW","mkt_ordr","100-499",5,799,0,799,0,799,0,0,0,0,0.0088,0.0097,242,1e-04,0,557,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,799,2.42,0.0030287859824781,0.976057571964956,0.993793837434444,779.87
"71","T","TCDRG","202212","ACEL","mkt_ordr","100-499",43,9313,0,9313,0,9313,0,0,0,0,0.0054,0.0067,9313,0.0075,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9313,6984.75,0.75,2.17,0.308755760368664,20209.21
"72","T","TCDRG","202212","ACER","mkt_ordr","100-499",779,154065,2030,152035,0,152035,0,0,0,0,0.0079,0.0163,144888,0.0073,0,6282,0,865,0.011,0,FALSE,FALSE,FALSE,FALSE,FALSE,152035,104816.74,0.689425066596507,3.00885013319301,0.541735190469667,457450.53
"73","T","TCDRG","202212","ACES","mkt_ordr","100-499",176,38314,0,38314,0,38314,0,0,0,0,0.0319,0.0428,36040,0.0486,0,2274,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,38314,175154.4,4.571550869134,13.423101738268,0.318853278732003,514292.72
"74","T","TCDRG","202212","ACET","mkt_ordr","100-499",397,83595,300,83195,100,83295,0,0,0,0,-0.0144,0.0149,82775,0.0119,0,420,0,100,0.02,0.1,FALSE,FALSE,FALSE,TRUE,FALSE,83295,98302.25,1.18016987814395,3.85033975628789,0.386978836755047,320714.05
"75","T","TCDRG","202212","ACGL","mkt_ordr","100-499",611,115238,0,115238,0,115238,0,0,0,0,0.0033,0.0047,113989,0.0103,0,1122,0,127,0.0018,0,FALSE,TRUE,FALSE,TRUE,FALSE,115238,117385.81,1.01863803606449,2.50727607212899,0.187454427226641,288933.48
"76","T","TCDRG","202212","ACGLN","mkt_ordr","100-499",150,31539,0,31539,0,31539,0,0,0,0,0.114,0.1149,29693,0.0259,0,1846,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,31539,76904.87,2.43840546624814,16.3668109324963,0.702030471751013,516192.85
"77","T","TCDRG","202212","ACGLO","mkt_ordr","100-499",105,21929,0,21929,0,21929,0,0,0,0,0.1201,0.1246,19569,0.0324,0,2360,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,21929,63403.56,2.89131104929545,18.2426220985909,0.683015847867749,400042.46
